filename|id|source-name|source-partition-id|ref-type|ref-scope|text|context|alias|partition|doc-type|authority|region|city|detached-city|section|ministry|other-authority|eu-acronym|number|year|full-number|case-number|area|doc-date|deposit-date|notification-date|publication-date|applicant|defendant|ro-number|rv-number|gu-series|url|cited-doc-simple-id|cited-art-simple-id|cited-comma-simple-id
Sentenza_V06_822_2023.json|3|||legislation|nazionale|art. 17 bis dlgs. 546/1992|art. 17 bis dlgs. 546/1992||articolo-17-bis|DLGS|||||||||546|1992|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992;546~art17bis|decreto.legislativo:1992;546|decreto.legislativo:1992;546_articolo-17-bis|
Sentenza_V06_822_2023.json|4|||legislation|nazionale|art. 50, comma 2, del D.P.R. 602/1973|art. 50, comma 2, del D.P.R. 602/1973||articolo-50_comma-2|DECR|PRES_REP||||||||602|1973|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1973;602~art50-comma2|presidente.repubblica:decreto:1973;602|presidente.repubblica:decreto:1973;602_articolo-50|presidente.repubblica:decreto:1973;602_articolo-50_comma-2
Sentenza_V06_822_2023.json|5|||legislation|nazionale|ordinanza del 2 febbraio 2023, la Corte|ordinanza del 2 febbraio 2023, la Corte|||ORD||||||||||||||2023-02-02||||||||||||
Sentenza_V06_822_2023.json|6|||legislation|nazionale|art. 77, comma 2-bis, del D.P.R. 602/1973|art. 77, comma 2-bis, del D.P.R. 602/1973||articolo-77_comma-2-bis|DECR|PRES_REP||||||||602|1973|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1973;602~art77-comma2bis|presidente.repubblica:decreto:1973;602|presidente.repubblica:decreto:1973;602_articolo-77|presidente.repubblica:decreto:1973;602_articolo-77_comma-2-bis
Sentenza_V06_822_2023.json|7|||caselaw|nazionale|Cass. n. 13314/2021|Cass. n. 13314/2021||||CORTE_CASS||||||||13314|2021||||||||||||||||
Sentenza_V10_10757_2023.json|1|||caselaw|nazionale|Sentenza n. 10757/2023 Depositato il 27/07/2023|Sentenza n. 10757/2023 Depositato il 27/07/2023|||SENT|||||||||10757|2023|||||2023-07-27|||||||||||
Sentenza_V10_10757_2023.json|2|||legislation|nazionale|art. 32, comma 1° punto 2) del D.P.R. 600/73|art. 32, comma 1° punto 2) del D.P.R. 600/73||articolo-32_comma-1_numero-2|DECR|PRES_REP||||||||600|1973|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1973;600~art32-comma1-num2|presidente.repubblica:decreto:1973;600|presidente.repubblica:decreto:1973;600_articolo-32|presidente.repubblica:decreto:1973;600_articolo-32_comma-1
Sentenza_V10_10757_2023.json|3|||legislation|nazionale|art. 32, comma 1, n. 2 del D.P.R. n. 600/1973|art. 32, comma 1, n. 2 del D.P.R. n. 600/1973||articolo-32_comma-1_numero-2|DECR|PRES_REP||||||||600|1973|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1973;600~art32-comma1-num2|presidente.repubblica:decreto:1973;600|presidente.repubblica:decreto:1973;600_articolo-32|presidente.repubblica:decreto:1973;600_articolo-32_comma-1
Sentenza_V10_10757_2023.json|4|||legislation|nazionale|artt. 39, co. 2|artt. 39, co. 2 e 32 del DPR 600/73||articolo-39_comma-2|DECR|PRES_REP||||||||600|1973|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1973;600~art39-comma2|presidente.repubblica:decreto:1973;600|presidente.repubblica:decreto:1973;600_articolo-39|presidente.repubblica:decreto:1973;600_articolo-39_comma-2
Sentenza_V10_10757_2023.json|5|||legislation|nazionale|32 del DPR 600/73|artt. 39, co. 2 e 32 del DPR 600/73||articolo-32|DECR|PRES_REP||||||||600|1973|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1973;600~art32|presidente.repubblica:decreto:1973;600|presidente.repubblica:decreto:1973;600_articolo-32|
Sentenza_V10_10757_2023.json|6|||caselaw|nazionale|Cassazione, sentenza n. 13391/2003|Cassazione, sentenza n. 13391/2003|||SENT|CORTE_CASS||||||||13391|2003||||||||||||||||
Sentenza_V10_10757_2023.json|7|||caselaw|nazionale|Cassazione, sentenza n. 6910/2003|Cassazione, sentenza n. 6910/2003|||SENT|CORTE_CASS||||||||6910|2003||||||||||||||||
Sentenza_V10_10757_2023.json|8|||caselaw|nazionale|Cassazione, sentenza n. 8683/2002|Cassazione, sentenza n. 8683/2002|||SENT|CORTE_CASS||||||||8683|2002||||||||||||||||
Sentenza_V10_10757_2023.json|9|||caselaw|nazionale|Cassazione, sentenza n. 2738/ 2001|Cassazione, sentenza n. 2738/ 2001|||SENT|CORTE_CASS||||||||2738|2001||||||||||||||||
Sentenza_V10_10757_2023.json|10|||caselaw|nazionale|Cassazione, sentenza n. 4987/2003|Cassazione, sentenza n. 4987/2003|||SENT|CORTE_CASS||||||||4987|2003||||||||||||||||
Sentenza_V10_10757_2023.json|11|||legislation|nazionale|circolare n. 32/E del 19/10/2006 dell’Agenzia delle Entrate|circolare n. 32/E del 19/10/2006 dell’Agenzia delle Entrate|||CIRC|||||||AG_ENTRATE||32||32/E|||2006-10-19||||||||||||
Sentenza_V10_10757_2023.json|12|||legislation|nazionale|art. 32, comma 1, n. 7 del DPR n. 600 del 1973|art. 32, comma 1, n. 7 del DPR n. 600 del 1973||articolo-32_comma-1_numero-7|DECR|PRES_REP||||||||600|1973|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1973;600~art32-comma1-num7|presidente.repubblica:decreto:1973;600|presidente.repubblica:decreto:1973;600_articolo-32|presidente.repubblica:decreto:1973;600_articolo-32_comma-1
Sentenza_V10_10757_2023.json|13|||legislation|nazionale|art. 51, comma 2, n. 7), del DPR n. 633 del 1972|art. 51, comma 2, n. 7), del DPR n. 633 del 1972||articolo-51_comma-2_numero-7|DECR|PRES_REP||||||||633|1972||||1972-10-26|||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1972;633~art51-comma2-num7|presidente.repubblica:decreto:1972;633|presidente.repubblica:decreto:1972;633_articolo-51|presidente.repubblica:decreto:1972;633_articolo-51_comma-2
Sentenza_V10_10757_2023.json|14|||legislation|nazionale|art.7 della legge 212/00|art.7 della legge 212/00||articolo-7|L|||||||||212|2000|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:legge:2000;212~art7|legge:2000;212|legge:2000;212_articolo-7|
Sentenza_V10_10757_2023.json|15|||legislation|nazionale|art.2 del decreto legislativo 32/01|art.2 del decreto legislativo 32/01||articolo-2|DLGS|||||||||32|2001|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2001;32~art2|decreto.legislativo:2001;32|decreto.legislativo:2001;32_articolo-2|
Sentenza_V10_10757_2023.json|16|||legislation|nazionale|art. 56 del d.P.R. 26 ottobre 1972, n. 633|art. 56 del d.P.R. 26 ottobre 1972, n. 633||articolo-56|DECR|PRES_REP||||||||633|1972||||1972-10-26|||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1972;633~art56|presidente.repubblica:decreto:1972;633|presidente.repubblica:decreto:1972;633_articolo-56|
Sentenza_V10_10757_2023.json|17|||legislation|nazionale|decreto legislativo 32/01|decreto legislativo 32/01|||DLGS|||||||||32|2001|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2001;32|decreto.legislativo:2001;32||
Sentenza_V10_10757_2023.json|18|||caselaw|nazionale|Cass.6232/03|Cass.6232/03||||CORTE_CASS||||||||6232|2003||||||||||||||||
Sentenza_V10_10757_2023.json|19|||legislation|nazionale|art. 39, comma 2, del DPR 600/73|art. 39, comma 2, del DPR 600/73||articolo-39_comma-2|DECR|PRES_REP||||||||600|1973|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1973;600~art39-comma2|presidente.repubblica:decreto:1973;600|presidente.repubblica:decreto:1973;600_articolo-39|presidente.repubblica:decreto:1973;600_articolo-39_comma-2
Sentenza_V10_10757_2023.json|20|||legislation|nazionale|55 del DPR 633/72|55 del DPR 633/72||articolo-55|DECR|PRES_REP||||||||633|1972||||1972-10-26|||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1972;633~art55|presidente.repubblica:decreto:1972;633|presidente.repubblica:decreto:1972;633_articolo-55|
Sentenza_V10_10757_2023.json|21|||legislation|nazionale|art. 32 del D.P.R. 600/73|art. 32 del D.P.R. 600/73||articolo-32|DECR|PRES_REP||||||||600|1973|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1973;600~art32|presidente.repubblica:decreto:1973;600|presidente.repubblica:decreto:1973;600_articolo-32|
Sentenza_V10_10757_2023.json|22|||legislation|nazionale|art.51 D.P.R. 633/72|art.51 D.P.R. 633/72||articolo-51|DECR|PRES_REP||||||||633|1972||||1972-10-26|||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1972;633~art51|presidente.repubblica:decreto:1972;633|presidente.repubblica:decreto:1972;633_articolo-51|
Sentenza_V10_10757_2023.json|23|||caselaw|nazionale|ordinanza n.19493/2010 del 13 settembre 2010, la Corte di Cassazione|ordinanza n.19493/2010 del 13 settembre 2010, la Corte di Cassazione|||ORD|CORTE_CASS||||||||19493|2010||||2010-09-13||||||||||||
Sentenza_V10_10757_2023.json|24|||caselaw|nazionale|Cass. n. 1728 del 1999|Cass. n. 1728 del 1999, 8683 del 2002, 13391 del 2003; 4357 del 2007, 6743 del 2007, 27032 del 2007, 19362 del 2008||||CORTE_CASS||||||||1728|1999||||||||||||||||
Sentenza_V10_10757_2023.json|25|||caselaw|nazionale|8683 del 2002|Cass. n. 1728 del 1999, 8683 del 2002, 13391 del 2003; 4357 del 2007, 6743 del 2007, 27032 del 2007, 19362 del 2008|||SENT|CORTE_CASS||||||||8683|2002||||||||||||||||
Sentenza_V10_10757_2023.json|26|||caselaw|nazionale|13391 del 2003|Cass. n. 1728 del 1999, 8683 del 2002, 13391 del 2003; 4357 del 2007, 6743 del 2007, 27032 del 2007, 19362 del 2008|||SENT|CORTE_CASS||||||||13391|2003||||||||||||||||
Sentenza_V10_10757_2023.json|27|||caselaw|nazionale|4357 del 2007|Cass. n. 1728 del 1999, 8683 del 2002, 13391 del 2003; 4357 del 2007, 6743 del 2007, 27032 del 2007, 19362 del 2008||||CORTE_CASS||||||||4357|2007||||||||||||||||
Sentenza_V10_10757_2023.json|28|||caselaw|nazionale|6743 del 2007|Cass. n. 1728 del 1999, 8683 del 2002, 13391 del 2003; 4357 del 2007, 6743 del 2007, 27032 del 2007, 19362 del 2008||||CORTE_CASS||||||||6743|2007||||||||||||||||
Sentenza_V10_10757_2023.json|29|||caselaw|nazionale|27032 del 2007|Cass. n. 1728 del 1999, 8683 del 2002, 13391 del 2003; 4357 del 2007, 6743 del 2007, 27032 del 2007, 19362 del 2008||||CORTE_CASS||||||||27032|2007||||||||||||||||
Sentenza_V10_10757_2023.json|30|||caselaw|nazionale|19362 del 2008|Cass. n. 1728 del 1999, 8683 del 2002, 13391 del 2003; 4357 del 2007, 6743 del 2007, 27032 del 2007, 19362 del 2008||||CORTE_CASS||||||||19362|2008||||||||||||||||
Sentenza_V10_10757_2023.json|31|||caselaw|nazionale|Cass. n. 18868 del 2007|Cass. n. 18868 del 2007||||CORTE_CASS||||||||18868|2007||||||||||||||||
Sentenza_V10_10757_2023.json|32|||caselaw|nazionale|Cassazione sentenza n. 19493/2010|Cassazione sentenza n. 19493/2010|||SENT|CORTE_CASS||||||||19493|2010||||||||||||||||
Sentenza_V10_10757_2023.json|33|||caselaw|nazionale|Cassazione, la quale, con la sentenza n. 20197 del 24 settembre 2010|Suprema Corte di Cassazione, la quale, con la sentenza n. 20197 del 24 settembre 2010|||SENT|CORTE_CASS||||||||20197|||||2010-09-24||||||||||||
Sentenza_V10_10757_2023.json|34|||legislation|nazionale|art. 2729 del codice civile|art. 2729 del codice civile|COD_CIV|articolo-2729||||||||||||||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:regio.decreto:1942-03-16;262:2~art2729|COD_CIV|COD_CIV_articolo-2729|
Sentenza_V10_10757_2023.json|35|||caselaw|nazionale|Cassazione ordinanza n.18339/09|Cassazione ordinanza n.18339/09|||ORD|CORTE_CASS||||||||18339|2009||||||||||||||||
Sentenza_V10_14484_2023.json|1|||caselaw|nazionale|Sentenza n. 14484/2023 Depositato il 25/10/2023|Sentenza n. 14484/2023 Depositato il 25/10/2023|||SENT|||||||||14484|2023|||||2023-10-25|||||||||||
Sentenza_V10_14484_2023.json|2|||legislation|nazionale|2016 dlgs. 19 giugno 1997 n. 218|2016 dlgs. 19 giugno 1997 n. 218||articolo-2016|DLGS|||||||||218|||||1997-06-19|||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;218~art2016|decreto.legislativo:1997;218|decreto.legislativo:1997;218_articolo-2016|
Sentenza_V10_14484_2023.json|3|||legislation|nazionale|art. 42 DPR 600/73|dell’art. 42 DPR 600/73||articolo-42|DECR|PRES_REP||||||||600|1973|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1973;600~art42|presidente.repubblica:decreto:1973;600|presidente.repubblica:decreto:1973;600_articolo-42|
Sentenza_V10_14484_2023.json|4|||caselaw|nazionale|Cass. trib., 07/08/2020, n. 16844|Cass. trib., 07/08/2020, n. 16844||||CORTE_CASS||||TRIBUTARIA||||16844||||CIVILE|2020-08-07|||||||||https://e-justice.europa.eu/ecli/it/ECLI:IT:CASS:2020:16844CIV.html|CASS:2020:16844CIV||
Sentenza_V10_14484_2023.json|5|||caselaw|nazionale|Cass. 13/12/2021, n. 39747|Cass. 13/12/2021, n. 39747||||CORTE_CASS||||||||39747|||||2021-12-13||||||||||||
Sentenza_V10_14484_2023.json|6|||caselaw|nazionale|Cass. sez. trib., 21/02/2022, n. 5516|Cass. sez. trib., 21/02/2022, n. 5516||||CORTE_CASS||||TRIBUTARIA||||5516||||CIVILE|2022-02-21|||||||||https://e-justice.europa.eu/ecli/it/ECLI:IT:CASS:2022:5516CIV.html|CASS:2022:5516CIV||
Sentenza_V10_14484_2023.json|7|||legislation|nazionale|art. 19, comma 2, del D.P.R. 633/72|art. 19, comma 2, del D.P.R. 633/72||articolo-19_comma-2|DECR|PRES_REP||||||||633|1972|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1972;633~art19-comma2|presidente.repubblica:decreto:1972;633|presidente.repubblica:decreto:1972;633_articolo-19|presidente.repubblica:decreto:1972;633_articolo-19_comma-2
Sentenza_V10_14484_2023.json|8|||legislation|nazionale|art. 19, comma 2, del D.P.R. 633/72|art. 19, comma 2, del D.P.R. 633/72||articolo-19_comma-2|DECR|PRES_REP||||||||633|1972|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1972;633~art19-comma2|presidente.repubblica:decreto:1972;633|presidente.repubblica:decreto:1972;633_articolo-19|presidente.repubblica:decreto:1972;633_articolo-19_comma-2
Sentenza_V10_14484_2023.json|9|||caselaw|nazionale|Cass. sez. trib., 03/08/2022, n. 24160|Cass. sez. trib., 03/08/2022, n. 24160 Cass. sez. trib., 18/10/2021, n. 28628||||CORTE_CASS||||TRIBUTARIA||||24160||||CIVILE|2022-08-03|||||||||https://e-justice.europa.eu/ecli/it/ECLI:IT:CASS:2022:24160CIV.html|CASS:2022:24160CIV||
Sentenza_V10_14484_2023.json|10|||caselaw|nazionale|Cass. sez. trib., 18/10/2021, n. 28628|Cass. sez. trib., 03/08/2022, n. 24160 Cass. sez. trib., 18/10/2021, n. 28628||||CORTE_CASS||||TRIBUTARIA||||28628||||CIVILE|2021-10-18|||||||||https://e-justice.europa.eu/ecli/it/ECLI:IT:CASS:2021:28628CIV.html|CASS:2021:28628CIV||
Sentenza_V10_14619_2023.json|1|||caselaw|nazionale|Sentenza n. 14619/2023 Depositato il 26/10/2023|Sentenza n. 14619/2023 Depositato il 26/10/2023|||SENT|CORTE_GIUST_TRIBUT_PROV||NA||2||||14619|2023|||||2023-10-26|||||||||||
Sentenza_V10_14619_2023.json|2|||legislation|nazionale|artt. 132 c.p.c.|degli artt. 132 c.p.c.|COD_PROC_CIV|articolo-132||||||||||||||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:regio.decreto:1940-10-28;1443:1~art132|COD_PROC_CIV|COD_PROC_CIV_articolo-132|
Sentenza_V10_14619_2023.json|3|||legislation|nazionale|118 disp. att. c.p.c.|118 disp. att. c.p.c.|DISP_ATT_COD_PROC_CIV|articolo-118||||||||||||||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:regio.decreto:1941-08-25;1368:1~art118|DISP_ATT_COD_PROC_CIV|DISP_ATT_COD_PROC_CIV_articolo-118|
Sentenza_V10_14619_2023.json|4|||legislation|nazionale|ex lege 197/2022|ex lege 197/2022|||L|||||||||197|2022|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:legge:2022;197|legge:2022;197||
Sentenza_V10_14619_2023.json|5|||legislation|nazionale|articolo 1382 c.c.|dell'articolo 1382 c.c.|COD_CIV|articolo-1382||||||||||||||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:regio.decreto:1942-03-16;262:2~art1382|COD_CIV|COD_CIV_articolo-1382|
Sentenza_V10_14619_2023.json|6|||legislation|nazionale|art. 15, comma 1, D.P.R. n. 633/1972|dell'art. 15, comma 1, D.P.R. n. 633/1972||articolo-15_comma-1|DECR|PRES_REP||||||||633|1972|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1972;633~art15-comma1|presidente.repubblica:decreto:1972;633|presidente.repubblica:decreto:1972;633_articolo-15|presidente.repubblica:decreto:1972;633_articolo-15_comma-1
Sentenza_V10_14619_2023.json|7|||legislation|nazionale|art. 40 TUR|dell'art. 40 TUR|TU_IMPOSTA_REGISTRO|articolo-40||||||||||||||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:regio.decreto:1986-04-26;131~art40|TU_IMPOSTA_REGISTRO|TU_IMPOSTA_REGISTRO_articolo-40|
Sentenza_V10_14619_2023.json|8|||legislation|nazionale|art. 21, comma 2, TUR|dell'art. 21, comma 2, TUR|TU_IMPOSTA_REGISTRO|articolo-21_comma-2||||||||||||||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:regio.decreto:1986-04-26;131~art21-comma2|TU_IMPOSTA_REGISTRO|TU_IMPOSTA_REGISTRO_articolo-21|TU_IMPOSTA_REGISTRO_articolo-21_comma-2
Sentenza_V10_14619_2023.json|9|||legislation|nazionale|art. 21, comma 1, TUR|art. 21, comma 1, TUR|TU_IMPOSTA_REGISTRO|articolo-21_comma-1||||||||||||||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:regio.decreto:1986-04-26;131~art21-comma1|TU_IMPOSTA_REGISTRO|TU_IMPOSTA_REGISTRO_articolo-21|TU_IMPOSTA_REGISTRO_articolo-21_comma-1
Sentenza_V10_14619_2023.json|10|||legislation|nazionale|secondo comma dell'articolo 21 del TUR|secondo comma dell'articolo 21 del TUR|TU_IMPOSTA_REGISTRO|articolo-21_comma-2||||||||||||||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:regio.decreto:1986-04-26;131~art21-comma2|TU_IMPOSTA_REGISTRO|TU_IMPOSTA_REGISTRO_articolo-21|TU_IMPOSTA_REGISTRO_articolo-21_comma-2
Sentenza_V10_14619_2023.json|11|||legislation|nazionale|articolo 21, comma 1, del TUR|articolo 21, comma 1, del TUR|TU_IMPOSTA_REGISTRO|articolo-21_comma-1||||||||||||||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:regio.decreto:1986-04-26;131~art21-comma1|TU_IMPOSTA_REGISTRO|TU_IMPOSTA_REGISTRO_articolo-21|TU_IMPOSTA_REGISTRO_articolo-21_comma-1
Sentenza_V10_14727_2023.json|1|||caselaw|nazionale|Sentenza n. 14727/2023 Depositato il 30/10/2023|Sentenza n. 14727/2023 Depositato il 30/10/2023|||SENT|||||||||14727|2023|||||2023-10-30|||||||||||
Sentenza_V10_14727_2023.json|2|||caselaw|nazionale|sentenza del tribunale di Napoli n. 10795/2011|sentenza del tribunale di Napoli n. 10795/2011|||SENT|TRIB||NA||||||10795|2011||||||||||||||||
Sentenza_V10_14727_2023.json|3|||legislation|nazionale|art. 60 dpr 600/73|dell’art. 60 dpr 600/73||articolo-60|DECR|PRES_REP||||||||600|1973|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1973;600~art60|presidente.repubblica:decreto:1973;600|presidente.repubblica:decreto:1973;600_articolo-60|
Sentenza_V10_14727_2023.json|4|||caselaw|nazionale|Corte di Cassazione, con Ordinanza n. 27446 del 20/09/2022|Corte di Cassazione, con Ordinanza n. 27446 del 20/09/2022|||ORD|CORTE_CASS||||||||27446|||||2022-09-20||||||||||||
Sentenza_V10_14727_2023.json|5|||legislation|nazionale|art. 60 del d.P.R. n. 600 del 1973|art. 60 del d.P.R. n. 600 del 1973||articolo-60|DECR|PRES_REP||||||||600|1973|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1973;600~art60|presidente.repubblica:decreto:1973;600|presidente.repubblica:decreto:1973;600_articolo-60|
Sentenza_V10_14727_2023.json|6|||legislation|nazionale|art. 139, comma 2, c.p.c.|art. 139, comma 2, c.p.c.|COD_PROC_CIV|articolo-139_comma-2||||||||||||||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:regio.decreto:1940-10-28;1443:1~art139-comma2|COD_PROC_CIV|COD_PROC_CIV_articolo-139|COD_PROC_CIV_articolo-139_comma-2
Sentenza_V10_14727_2023.json|7|||caselaw|nazionale|Cass. V, n. 2868/2017|Cass. V, n. 2868/2017||||CORTE_CASS||||5||||2868|2017||||||||||||||||
Sentenza_V10_14727_2023.json|8|||legislation|nazionale|lettera b bis) del primo comma art. 60 D.P.R. 600/1973|lettera b bis) del primo comma art. 60 D.P.R. 600/1973||articolo-60_comma-1_lettera-b-bis|DECR|PRES_REP||||||||600|1973|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1973;600~art60-comma1-letbbis|presidente.repubblica:decreto:1973;600|presidente.repubblica:decreto:1973;600_articolo-60|presidente.repubblica:decreto:1973;600_articolo-60_comma-1
Sentenza_V10_3453_2023.json|1|||caselaw|nazionale|Sentenza n. 3453/2023 Depositato il 13/03/2023|Sentenza n. 3453/2023 Depositato il 13/03/2023|||SENT|||||||||3453|2023|||||2023-03-13|||||||||||
Sentenza_V10_3453_2023.json|2|||legislation|nazionale|art. 2719 c.c.|art. 2719 c.c.|COD_CIV|articolo-2719||||||||||||||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:regio.decreto:1942-03-16;262:2~art2719|COD_CIV|COD_CIV_articolo-2719|
Sentenza_V10_3453_2023.json|3|||legislation|nazionale|art. 215 cpc|art. 215 cpc|COD_PROC_CIV|articolo-215||||||||||||||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:regio.decreto:1940-10-28;1443:1~art215|COD_PROC_CIV|COD_PROC_CIV_articolo-215|
Sentenza_V10_3453_2023.json|4|||legislation|nazionale|art. 2948 c.c|art. 2948 c.c|COD_CIV|articolo-2948||||||||||||||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:regio.decreto:1942-03-16;262:2~art2948|COD_CIV|COD_CIV_articolo-2948|
Sentenza_V10_3453_2023.json|5|||legislation|nazionale|art. 17-bis, dlgs. n. 546/1992|dell’art. 17-bis, dlgs. n. 546/1992||articolo-17-bis|DLGS|||||||||546|1992|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992;546~art17bis|decreto.legislativo:1992;546|decreto.legislativo:1992;546_articolo-17-bis|
Sentenza_V10_3453_2023.json|6|||legislation|nazionale|art. 39 del dlgs. n. 112 del 1999|art. 39 del dlgs. n. 112 del 1999||articolo-39|DLGS|||||||||112|1999|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1999;112~art39|decreto.legislativo:1999;112|decreto.legislativo:1999;112_articolo-39|
Sentenza_V10_3453_2023.json|7|||legislation|nazionale|art. 1, c. 163, l. n. 296/2006|dell’art. 1, c. 163, l. n. 296/2006||articolo-1_comma-163|L|||||||||296|2006|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:legge:2006;296~art1-comma163|legge:2006;296|legge:2006;296_articolo-1|legge:2006;296_articolo-1_comma-163
Sentenza_V10_3453_2023.json|8|||legislation|nazionale|art. 2948, n. 4 del codice civile|art. 2948, n. 4 del codice civile|COD_CIV|articolo-2948_numero-4||||||||||||||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:regio.decreto:1942-03-16;262:2~art2948-num4|COD_CIV|COD_CIV_articolo-2948|
Sentenza_V10_3453_2023.json|9|||legislation|nazionale|art. 7 l. n. 212/2000|dell’art. 7 l. n. 212/2000||articolo-7|L|||||||||212|2000|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:legge:2000;212~art7|legge:2000;212|legge:2000;212_articolo-7|
Sentenza_V10_3453_2023.json|10|||legislation|nazionale|art. 3 l. n. 241/90|dell’art. 3 l. n. 241/90||articolo-3|L|||||||||241|1990|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:legge:1990;241~art3|legge:1990;241|legge:1990;241_articolo-3|
Sentenza_V10_3453_2023.json|11|||legislation|nazionale|art. 71 dlgs. n. 507/1993|dell’art. 71 dlgs. n. 507/1993||articolo-71|DLGS|||||||||507|1993|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1993;507~art71|decreto.legislativo:1993;507|decreto.legislativo:1993;507_articolo-71|
Sentenza_V10_3453_2023.json|12|||legislation|nazionale|art. 24 Cost.|dell’art. 24 Cost.|COST|articolo-24||||||||||||||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:costituzione:1947-12-27~art24|COST|COST_articolo-24|
Sentenza_V10_7817_2023.json|1|||caselaw|nazionale|2014 Sentenza n. 7817/2023 Depositato il 06/06/2023|2014 Sentenza n. 7817/2023 Depositato il 06/06/2023|||SENT|||||||||7817|2014|||||2023-06-06|||||||||||
Sentenza_V10_7817_2023.json|2|||legislation|nazionale|codice civile, art.2934 e segg.|codice civile, art.2934 e segg.|COD_CIV|articolo-2934||||||||||||||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:regio.decreto:1942-03-16;262:2~art2934|COD_CIV|COD_CIV_articolo-2934|
Sentenza_V10_7817_2023.json|3|||legislation|nazionale|art.5 del D.l. 953/82|art.5 del D.l. 953/82||articolo-5|DL|||||||||953|1982|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legge:1982;953~art5|decreto.legge:1982;953|decreto.legge:1982;953_articolo-5|
